node_id,text,is_semantic_human,AI_Suggest,EXP-A(Regex),EXP-B(Embed),EXP-C(Fusion),note
doc_chuong-iii_muc-5_dieu-45_khoan-2_p39738,"Trường hợp chủ đầu tư chuyển nhượng quyền sử dụng đất đã có hạ tầng kỹ thuật trong dự án bất động sản thì ngoài các điều kiện quy định tại khoản 1 Điều này còn phải đáp ứng điều kiện khác theo quy định của Luật Kinh doanh bất động sản, Luật Nhà ở.",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-3_p39986,"Người sử dụng đất khi thực hiện các quyền chuyển đổi, chuyển nhượng, cho thuê, cho thuê lại, thừa kế, tặng cho quyền sử dụng đất; thế chấp, góp vốn bằng quyền sử dụng đất thì ngoài các điều kiện quy định tại khoản 1 Điều này còn phải đáp ứng các điều kiện theo các trường hợp sau đây:",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-a_p40271,"Đối với trường hợp mua, bán tài sản gắn liền với đất, quyền thuê trong hợp đồng thuê đất được Nhà nước cho thuê thu tiền thuê đất hằng năm thì phải đáp ứng điều kiện quy định tại Điều 46 của Luật này;",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-b_p40472,Đối với trường hợp chuyển đổi quyền sử dụng đất nông nghiệp thì phải đáp ứng điều kiện quy định tại Điều 47 của Luật này;,,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-c_p40594,"Đối với trường hợp thực hiện quyền sử dụng đất của cá nhân là người dân tộc thiểu số được giao đất, cho thuê đất theo quy định tại khoản 3 Điều 16 của Luật này thì phải đáp ứng điều kiện quy định tại Điều 48 của Luật này.",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-4_p40816,"Trường hợp nhận thừa kế quyền sử dụng đất thì người nhận thừa kế được thực hiện quyền khi có Giấy chứng nhận quyền sử dụng đất hoặc Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở hoặc Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất hoặc Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất hoặc đủ điều kiện để cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo quy định của Luật này.",,1,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-5_p41303,"Trường hợp người sử dụng đất được chậm thực hiện nghĩa vụ tài chính hoặc được ghi nợ nghĩa vụ tài chính thì phải thực hiện xong nghĩa vụ tài chính trước khi thực hiện các quyền chuyển đổi, chuyển nhượng, cho thuê, cho thuê lại, tặng cho quyền sử dụng đất, thế chấp, góp vốn bằng quyền sử dụng đất.",,1,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-6_p41601,Tổ chức kinh tế được nhận chuyển nhượng quyền sử dụng đất nông nghiệp phải có phương án sử dụng đất nông nghiệp được Ủy ban nhân dân cấp huyện chấp thuận. Phương án sử dụng đất nông nghiệp phải có các nội dung chính sau đây:,,0,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-6_diem-a_p41826,"Địa điểm, diện tích, mục đích sử dụng đất;",,0,0,1,1,
doc_chuong-iii_muc-5_dieu-45_khoan-6_diem-b_p41869,"Kế hoạch sản xuất, kinh doanh nông nghiệp;",,0,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-6_diem-c_p41912,Vốn đầu tư;,,0,0,1,1,
doc_chuong-iii_muc-5_dieu-45_khoan-6_diem-d_p41924,Thời hạn sử dụng đất; đ) Tiến độ sử dụng đất.,,0,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-7_p41970,"Cá nhân không trực tiếp sản xuất nông nghiệp nhận chuyển nhượng, nhận tặng cho quyền sử dụng đất trồng lúa quá hạn mức quy định tại Điều 176 của Luật này thì phải thành lập tổ chức kinh tế và có phương án sử dụng đất trồng lúa bao gồm các nội dung theo quy định tại khoản 6 Điều này và được Ủy ban nhân dân cấp huyện phê duyệt, trừ trường hợp người nhận tặng cho là người thuộc hàng thừa kế.",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-8_p42362,"Các trường hợp không được nhận chuyển nhượng, nhận tặng cho quyền sử dụng đất quy định như sau:",,1,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-8_diem-a_p42458,"Tổ chức kinh tế không được nhận chuyển nhượng quyền sử dụng đất rừng phòng hộ, đất rừng đặc dụng của cá nhân, trừ trường hợp được chuyển mục đích sử dụng đất theo quy hoạch, kế hoạch sử dụng đất đã được cơ quan có thẩm quyền phê duyệt;",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-8_diem-b_p42694,"Cá nhân không sinh sống trong khu vực rừng phòng hộ, rừng đặc dụng thì không được nhận chuyển nhượng, nhận tặng cho quyền sử dụng đất ở và đất khác trong khu vực rừng phòng hộ, trong phân khu bảo vệ nghiêm ngặt, phân khu phục hồi sinh thái thuộc rừng đặc dụng đó;",,0,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-8_diem-c_p42959,"Tổ chức, cá nhân, cộng đồng dân cư, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc, người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài mà pháp luật không cho phép nhận chuyển nhượng, nhận tặng cho quyền sử dụng đất.",,0,0,1,1,
doc_chuong-iii_muc-5_dieu-46_p43205,,,0,0,1,1,
doc_chuong-iii_muc-5_dieu-46_khoan-1_p43343,"Tổ chức kinh tế, cá nhân, người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài được bán tài sản gắn liền với đất được Nhà nước cho thuê đất thu tiền thuê đất hằng năm khi có đủ các điều kiện sau đây:",,0,0,0,0,
doc_chuong-iii_muc-5_dieu-46_khoan-1_diem-a_p43572,Tài sản gắn liền với đất thuê được tạo lập hợp pháp và đã được đăng ký theo quy định của pháp luật;,,1,0,0,0,
doc_chuong-iii_muc-5_dieu-46_khoan-1_diem-b_p43672,"Đã hoàn thành việc xây dựng theo đúng quy hoạch xây dựng chi tiết và dự án đầu tư đã được phê duyệt, chấp thuận (nếu có), trừ trường hợp phải thực hiện theo bản án, quyết định của Tòa án đã có hiệu lực thi hành, quyết định cưỡng chế của cơ quan thi hành án dân sự hoặc kết luận của cơ quan nhà nước có thẩm quyền về thanh tra, kiểm tra.",,1,1,1,1,
doc_chuong-iii_muc-5_dieu-46_khoan-2_p44009,"Tổ chức kinh tế, cá nhân, người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài được Nhà nước cho thuê đất trả tiền thuê đất hằng năm được bán tài sản gắn liền với đất và quyền thuê trong hợp đồng thuê khi có đủ các điều kiện sau đây:",,0,0,0,0,
doc_chuong-iii_muc-5_dieu-46_khoan-2_diem-a_p44272,Các điều kiện quy định tại khoản 1 Điều này;,,1,1,1,1,
doc_chuong-iii_muc-5_dieu-46_khoan-2_diem-b_p44317,"Đã ứng trước tiền bồi thường, hỗ trợ, tái định cư mà chưa khấu trừ hết vào tiền thuê đất phải nộp.",,0,0,0,0,
doc_chuong-iii_muc-5_dieu-46_khoan-3_p44416,"Người mua tài sản gắn liền với đất hoặc mua tài sản gắn liền với đất và quyền thuê trong hợp đồng thuê đất được tiếp tục sử dụng đất đúng mục đích trong thời hạn sử dụng đất còn lại, được tiếp tục khấu trừ tiền đã ứng trước mà chưa được khấu trừ quy định tại điểm b khoản 2 Điều này và phải thực hiện thủ tục đăng ký đất đai theo quy định của Luật này.",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-46_khoan-4_p44769,"Trường hợp bán tài sản gắn liền với đất là công trình xây dựng mà đủ điều kiện tách thửa thì được tách thửa để cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất.",,1,0,0,0,
doc_chuong-iii_muc-5_dieu-46_khoan-5_p44959,Trường hợp được Nhà nước cho thuê đất trả tiền thuê đất hằng năm để thực hiện dự án xây dựng kinh doanh kết cấu hạ tầng thì được bán tài sản gắn liền với đất khi có đủ điều kiện quy định tại khoản 1 Điều 45 của Luật này và điều kiện khác theo quy định của Luật Kinh doanh bất động sản.,,1,1,0,1,
doc_chuong-iii_muc-5_dieu-47_p45245,"Cá nhân sử dụng đất nông nghiệp do được Nhà nước giao đất, do chuyển đổi, nhận chuyển nhượng, nhận thừa kế, nhận tặng cho quyền sử dụng đất hợp pháp từ người khác thì chỉ được chuyển đổi quyền sử dụng đất nông nghiệp trong cùng đơn vị hành chính cấp tỉnh cho cá nhân khác và không phải nộp thuế thu nhập từ việc chuyển đổi quyền sử dụng đất và lệ phí trước bạ.",,0,0,0,0,
doc_chuong-iii_muc-5_dieu-48_p45666,,,0,0,1,1,
doc_chuong-iii_muc-5_dieu-48_khoan-1_p45727,"Cá nhân là người dân tộc thiểu số được Nhà nước giao đất, cho thuê đất theo quy định tại khoản 3 Điều 16 của Luật này được để thừa kế, tặng cho, chuyển nhượng quyền sử dụng đất cho người thuộc hàng thừa kế là đối tượng quy định tại khoản 2 Điều 16 của Luật này.
Trường hợp người sử dụng đất chết mà không có người thừa kế thuộc hàng thừa kế là đối tượng quy định tại khoản 2 Điều 16 của Luật này thì Nhà nước thu hồi đất và bồi thường tài sản gắn liền với đất cho người thừa kế theo quy định của pháp luật; trường hợp người sử dụng đất chuyển khỏi địa bàn cấp tỉnh nơi có đất đến nơi khác sinh sống hoặc không còn nhu cầu sử dụng mà không tặng cho, chuyển nhượng quyền sử dụng đất cho người thuộc hàng thừa kế là đối tượng quy định tại khoản 2 Điều 16 của Luật này thì Nhà nước thu hồi đất và bồi thường tài sản gắn liền với đất theo quy định của pháp luật cho người có đất thu hồi. Diện tích đất đã thu hồi được dùng để tiếp tục giao đất, cho thuê đất cho cá nhân khác là người dân tộc thiểu số theo chính sách quy định tại Điều 16 của Luật này.",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-48_khoan-2_p46774,"Cá nhân là người dân tộc thiểu số được Nhà nước giao đất, cho thuê đất theo quy định tại khoản 3 Điều 16 của Luật này thì được thế chấp quyền sử dụng đất tại ngân hàng chính sách.",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-48_khoan-3_p46954,"Cá nhân là người dân tộc thiểu số được Nhà nước giao đất, cho thuê đất theo quy định tại khoản 3 Điều 16 của Luật này không được chuyển nhượng, góp vốn, tặng cho, thừa kế, thế chấp quyền sử dụng đất, trừ trường hợp quy định tại khoản 1 và khoản 2 Điều này.",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-48_khoan-4_p47212,Ủy ban nhân dân cấp xã có trách nhiệm quản lý diện tích đất thu hồi theo quy định tại khoản 1 Điều này.,,1,1,0,1,
